Easy Markets;Cyprus;CFD Broker;No;Yes;Online
EasyOption;Unknown;Derivatives Exchange;No;Yes;Online
EasyTrade;United States of America;Buy/Sell platform;Yes;Yes;Offline
Ebitcoinics;Ghana;Buy/Sell platform;No;Unknown;Online
Eclipcoin;Estonia;Exchange;No;In development;Online
eFin;Switzerland;Exchange;No;Unknown;Online
Eidoo;Switzerland;Exchange;Yes;No;Online
Einax;Country not disclosed;Exchange;No;No;Online
Einstein;Canada;Exchange;No;No;Offline
Elastum;Lithuania;Buy/Sell platform;No;No;Online
Emoon;Worldwide (Decentralized);Buy/Sell platform;Yes;No;Online
EMX;United States of America;Derivatives Exchange;No;Unknown;Online
Enclaves;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
Enigma Catalyst;United States of America;Exchange;No;Unknown;Online
Enjin Marketplace;Singapore;NFT Marketplace;Yes;No;Online
EOSfinex;Country not disclosed;Exchange;Yes;Unknown;Online
Ephimera;Canada;NFT Marketplace;Yes;No;Online
ERC dEX;United States of America;Exchange;Yes;Unknown;Online
ERC20 Exchange;Russian Federation;Exchange;Yes;Unknown;Online
EREX;Country not disclosed;Exchange;No;Yes;Online
ErisX Bitcoin Futures Contract;United States of America;Exchange;No;No;Online
ErisX Ethereum Futures Contract;United States of America;Exchange;No;No;Online
ErisX;United States of America;Exchange;No;Unknown;Online
ERX;Thailand;Exchange;No;No;Online
EscoDex;Estonia;Exchange;Yes;No;Online
Eth2dai;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Offline
Ethen;Worldwide (Decentralized);Exchange;Yes;Yes;Offline
Ether Wager;Country not disclosed;Exchange;Yes;Unknown;Online
ETHERC;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
EtherDelta;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
EtherEx;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
EtherFlyer;Country not disclosed;Exchange;Yes;Unknown;Online
Ethermes;United Kingdom;Coin Converter (Swaps);No;Unknown;Online
EtherMium;Worldwide (Decentralized);Exchange;Yes;Yes;Online
Ethernext;Worldwide (Decentralized);Exchange;Yes;Unknown;Offline
EtheRoox;Worldwide (Decentralized);Exchange;Yes;Unknown;Offline
Ethershift;Country not disclosed;Coin Converter (Swaps);No;No;Online
Ethex;United States of America;Exchange;Yes;Unknown;Online
eToro;Cyprus;CFD Broker;No;Yes;Online
EUCX;Netherlands;Exchange;No;No;Online
EUROBTC;Georgia;Exchange;No;Yes;Online
everbloom;United States of America;Exchange;Yes;Unknown;Online
Evercoin;United States of America;Exchange;No;Unknown;Online
Exbitron;Germany;Exchange;No;No;Online
EXC Cripto;Brazil;Exchange;No;No;Online
ExcambrioRex;Country not disclosed;Exchange;No;Unknown;Offline
Exchange bdcash;Brazil;Exchange;No;Yes;Online
Exchange Bitcoin.com;Saint Kitts and Nevis;Exchange;No;No;Online
Exchange Union;China;Exchange;Yes;Unknown;Online
ExchangeN;Unknown;Exchange;No;Unknown;Offline
ExMarkets;British Virgin Islands;Exchange;No;No;Online
Exmo;Russian Federation;Exchange;No;Yes;Online
Exolix;Estonia;Exchange;;Yes;Online
Expread;China;Exchange;No;Unknown;Online
Exrates;Switzerland;Exchange;No;Unknown;Online
Exscudo;Estonia;Exchange;No;No;Online
EXX;China;Exchange;No;Unknown;Online
ezBtc;Canada;Exchange;No;Yes;Online
faast;Canada;Coin Converter (Swaps);No;Unknown;Online
FairX;United States of America;Buy/Sell platform;No;Unknown;Online
Fargobase;United States of America;Buy/Sell platform;No;Unknown;Online
Fatbtc;Belize;Exchange;No;Unknown;Online
FCoin;China;Exchange;No;Unknown;Online
Featured;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
Fetch Trading;Country not disclosed;Coin Converter (Swaps);No;Unknown;Online
fex;Hong Kong;Exchange;No;Unknown;Online
Fibercoin Exchange;Country not disclosed;Exchange;No;Unknown;Online
Fides Exchange;United States of America;Exchange;;No;Online
FINANSIV;Bulgaria;Exchange;No;In development;Online
Finexbox;Seychelles;Exchange;No;No;Online
Firefly;Hong Kong;Exchange;No;No;Online
Fisco;Japan;Exchange;No;Unknown;Online
Five Star Exchange;India;Exchange;No;Yes;Online
Flashift;Worldwide (Decentralized);Exchange;No;In development;Online
Flipper0x;Country not disclosed;Coin Converter (Swaps);Yes;Unknown;Offline
FlowBTC;Brazil;Exchange;No;Unknown;Online
Flyp.Me;Luxembourg;Coin Converter (Swaps);No;No;Online
FOBLGATE;South Korea;Exchange;No;Unknown;Online
Folex;Georgia;Exchange;No;Unknown;Online
Folgory;Estonia;Exchange;No;No;Online
ForkDelta;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
Foundation;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
Foxbit;Brazil;Exchange;No;Unknown;Online
Freak.Exchange;Worldwide (Decentralized);Exchange;No;No;Online
Freedom Dex;Country not disclosed;Exchange;No;Unknown;Offline
Freedom Ledger;Canada;Exchange;Yes;Unknown;Online
FreiExchange;Norway;Exchange;No;No;Online
FTX;Antigua and Barbuda;Derivatives Exchange;No;No;Online
FurCoins;United States of America;Exchange;No;Unknown;Offline
Fusion;Singapore;Exchange Protocol;No;Unknown;Online
Future1Exchange;Estonia;Exchange;No;Yes;Online
FXOpen;Saint Kitts and Nevis;CFD Broker;No;Unknown;Online
FYB-SE;Sweden;Exchange;No;Unknown;Online
FYB-SG;Singapore;Exchange;No;Unknown;Online
Galleon;Singapore;Exchange;No;No;Online
Gameswap;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
Gate.io;China;Exchange;No;Yes;Online
Gatecoin;Hong Kong;Exchange;No;Unknown;Discontinued
Gatehub;United Kingdom;Exchange;No;Unknown;Online
GAVIA.IO;Canada;Buy/Sell Platform;;In development;Online
GBX Digital Asset Exchange;Gibraltar;Exchange;No;Unknown;Online
GDAC;South Korea;Exchange;No;Unknown;Online
GDEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
Gemini;United States of America;Exchange;No;Unknown;Online
Genesis Markets;Ireland;Exchange;No;Yes;Online
Genesis;United States of America;Exchange;No;No;Online
Genotik;Unknown;Exchange;No;Unknown;Offline
GetBTC;Russian Federation;Exchange;No;Unknown;Online
GEX.EXCHANGE;Georgia;Exchange;No;No;Online
GhostMarket;Worldwide (Decentralized);Exchange;Yes;No;Online
Gimmer;United Kingdom;Exchange;No;Unknown;Online
Giottus;India;Exchange;No;Unknown;Online
Globitex;United Kingdom;Exchange;No;Unknown;Online
Gnosis DutchX;Gibraltar;Coin Converter (Swaps);Yes;Unknown;Online
go4cryptos;Czech Republic;Buy/Sell platform;No;Unknown;Online
GOBABA;United Kingdom;Buy/Sell platform;No;Unknown;Online
Godex;Country not disclosed;Exchange;No;Yes;Online
GokuMarket;Estonia;Exchange;No;Yes;Online
GOPAX;South Korea;Exchange;No;Unknown;Online
GOZO;Malta;Exchange;No;Unknown;Online
GRAVIEX Exchange;Malta;Exchange;No;Yes;Online
Gravity Sport;United Kingdom;NFT Marketplace;No;No;Online
Grayscale;United States of America;Investment Fund;No;No;Online
Guardarian;Estonia;Buy/Sell platform;No;Yes;Online
Guava;Nigeria;Exchange;No;Unknown;Offline
GuildEX;Country not disclosed;Exchange;Yes;Unknown;Online
GuldenTrader;United Kingdom;Buy/Sell platform;No;Unknown;Online
H2OX;Country not disclosed;Exchange;No;No;Online
HADAX;China;Exchange;No;Unknown;Online
Halaldex;Singapore;Buy/Sell platform;Yes;No;Online
Halo Platform;Panama;Exchange;Yes;Unknown;Online
Happy Coins;Netherlands;Buy/Sell platform;No;Yes;Online
Harvest Finance;Worldwide (Decentralized);Yield Aggregator;;No;Online
HAT.exchange;Country not disclosed;Exchange;No;Unknown;Offline
Heat Wallet;Finland;Exchange;Yes;Unknown;Online
Herdius;Germany;Exchange;Yes;Unknown;Online
HitBTC;Hong Kong;Exchange;No;Yes;Online
Hoard;Denmark;NFT Marketplace;Yes;No;Online
Hodl Hodl;United Kingdom;Exchange;Yes;Unknown;Online
Hodl.nl;Netherlands;Investment Fund;No;No;Online
Hodlco;Australia;Exchange;No;Unknown;Online
HollaEx;Seychelles;Exchange;No;Unknown;Online
Honeyswap;Worldwide (Decentralized);Exchange;Yes;No;Online
Hoo.com;Hong Kong;Exchange;No;Yes;Online
Hopex;Singapore;Derivatives Exchange;No;Unknown;Online
Hotbit;Country not disclosed;Exchange;No;Yes;Online
HOTDEX;Worldwide (Decentralized);Exchange;Yes;No;Online
HQEx.io;Russian Federation;Exchange;No;Unknown;Discontinued
Hubi;China;Exchange;No;No;Online
Huobi Japan;Japan;Exchange;Yes;No;Online
Huobi Korea;South Korea;Exchange;No;No;Online
Huobi;Seychelles;Exchange;No;Yes;Online
Huulk;United Arab Emirates;Exchange;No;No;Online
Hybse;Lesotho;Exchange;No;No;Online
Hycon;South Korea;Exchange;Yes;Unknown;Online
Hydra;Country not disclosed;Exchange;Yes;Unknown;Online
Hype;Italy;Buy/Sell platform;No;No;Online
HyperDEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
HyperExchange;Australia;Exchange;No;Unknown;Online
ICE3X;South Africa;Exchange;No;No;Online
ICOINOMIA;Brazil;Exchange;No;Unknown;Online
ICONswap;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
IDAX;Mongolia;Exchange;No;Unknown;Online
IDCM;Country not disclosed;Exchange;No;Unknown;Online
IDEX;Panama;Exchange;Yes;No;Online
IDT Exchange;United States of America;Exchange;Yes;Unknown;Online
iFin;Isle of Man;Exchange;Yes;No;Online
IG.com;Australia;CFD Broker;No;Unknown;Online
Inbest Network;United States of America;Exchange;No;Unknown;Online
Incognito pDEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
Indacoin;United Kingdom;Buy/Sell platform;No;Unknown;Online
Independent Reserve;Australia;Exchange;No;Unknown;Online
Indodax;Indonesia;Exchange;No;Yes;Online
Indoex;United Kingdom;Exchange;No;Yes;Online
InfinityCoin Exchange;British Virgin Islands;Exchange;No;Yes;Online
InPay;United Kingdom;Buy/Sell platform;No;No;Online
Insta FX;Worldwide (Decentralized);Exchange;No;Yes;Online
InstaEx;Country not disclosed;Coin Converter (Swaps);No;No;Online
Instantbitex;United Kingdom;Exchange;No;Yes;Online
Instaswap;Seychelles;Coin Converter (Swaps);No;Yes;Online
INSTEX;Country not disclosed;Exchange;Yes;Unknown;Online
Integral Protocol;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
Interdax;United Kingdom;Derivatives Exchange;No;Unknown;Online
Interstellar;Cameroon;Exchange;Yes;Unknown;Online
INX;United States of America;Exchange;No;In development;Online
InziderX;Country not disclosed;Exchange;Yes;Unknown;Online
ionomy Exchange;Seychelles;Exchange;No;No;Online
IQ Option;Cyprus;CFD Broker;No;Yes;Online
IQFinex;Country not disclosed;Exchange;No;Yes;Online
Iquant;Hong Kong;Exchange;No;Unknown;Offline
ISX;Iceland;Exchange;No;Unknown;Online
itBit;United States of America;Exchange;No;Unknown;Online
Javvy;United States of America;Exchange;Yes;Unknown;Online
JOYSO;China;Exchange;Yes;Unknown;Online
jubi.com;China;Exchange;No;Unknown;Offline
JustSwap;Worldwide (Decentralized);Exchange Protocol;Yes;No;Online
Kickex;Estonia;Exchange;No;Yes;Online
Kineticex;Vietnam;Exchange;No;Unknown;Online
KKcoin;Singapore;Exchange;No;No;Online
KnownOrigin;United Kingdom;NFT Marketplace;Yes;No;Online
Koinbazar;India;Exchange;No;Yes;Online
Koineks;Turkey;Exchange;No;Yes;Online
Koinex;India;Exchange;No;Unknown;Online
KoinFit;India;Exchange;No;No;Online
Koinim;Turkey;Buy/Sell platform;No;No;Online
KoinOK;India;Exchange;No;Yes;Offline
Komodo;Malta;Exchange;Yes;Unknown;Online
Kompler;Brazil;Exchange;No;No;Offline
Korbit;South Korea;Exchange;No;Unknown;Online
Kraken;United States of America;Exchange;No;Unknown;Online
Kriptomat;Estonia;Buy/Sell platform;No;Yes;Online
Kryptono;Singapore;Exchange;No;Unknown;Online
Kucoin;Seychelles;Exchange;No;Yes;Online
KuMEX;Seychelles;Futures Exchange;No;Unknown;Online
Kuna;Ukraine;Exchange;No;Unknown;Online
Kyber Network;Singapore;Exchange;Yes;Unknown;Online
KyberSwap;Singapore;Coin Converter (Swaps);No;Unknown;Online
Kyobit;Country not disclosed;Exchange;No;Unknown;Online
Labrotix;Russian Federation;Exchange;No;Unknown;Online
Lake Trade;Unknown;Exchange;Yes;No;Online
LakeBTC;United States of America;Exchange;No;Yes;Online
LATOKEN;Estonia;Exchange;No;Unknown;Online
LBank;China;Exchange;No;Unknown;Online
LBX;United Kingdom;Exchange;No;Unknown;Discontinued
LCX;Liechtenstein;Exchange;No;Unknown;Online
LDX;United Kingdom;Derivatives Exchange;No;Unknown;Online
LedgerDex;Country not disclosed;Exchange;Yes;No;Online
LedgerX;United States of America;Derivatives Exchange;No;No;Online
Legolas Exchange;France;Exchange;No;Unknown;Online
Lendingblock;Gibraltar;Lending Platform;No;No;Online
Lendroid;Singapore;Exchange;No;Unknown;Online
LEOxChange;Canada;Exchange;No;Unknown;Online
LetsExchange;Worldwide (Decentralized);Exchange;;In development;Online
Leverj;Seychelles;Exchange;Yes;Yes;Online
LHCrypto;Hong Kong;CFD Broker;No;Yes;Online
Libertex;Cyprus;CFD Broker;No;Yes;Online
LinkCoin;Country not disclosed;Exchange;No;Yes;Online
LinkerCoin;South Korea;Exchange;Yes;Unknown;Online
LINTAX;American Samoa;Derivatives Exchange;No;In development;Online
Liqui;Ukraine;Exchange;No;Unknown;Online
Liquid;Japan;Exchange;No;Yes;Online
LiteBit.eu;Netherlands;Buy/Sell platform;No;Yes;Online
Livecoin;Russian Federation;Exchange;No;Yes;Hacked
LiveTrades;Iceland;Exchange;No;Yes;Online
LMAX Digital;Gibraltar;Exchange;Yes;No;Online
local particl;Worldwide (Decentralized);Exchange;No;No;Online
LocalBitcoinCash;Singapore;Buy/Sell platform;No;No;Online
LocalBitcoins;Venezuela;P2P Exchange;No;Unknown;Online
LocalCoinSwap;Hong Kong;Buy/Sell platform;Yes;Yes;Online
LocalTrade;United Kingdom;Exchange;No;No;Online
Loopring DEX;China;Exchange;Yes;No;Online
Loopring;China;Exchange Protocol;No;Unknown;Online
LootSwap;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
LQDEX;United States of America;Exchange;Yes;Unknown;Online
Lucent;British Virgin Islands;Exchange;No;No;Online
Luno;Singapore;Exchange;No;Unknown;Online
LVL;United States of America;Exchange;No;Yes;Online
LXDX;Malta;Exchange;No;Unknown;Online
Lykke Exchange;Switzerland;Exchange;No;Yes;Online
Maicoin Asset Exchange;Samoa;Exchange;No;No;Online
MakersPlace;United States of America;NFT Marketplace;Yes;No;Online
Mandala;Cayman Islands;Exchange;No;No;Online
MapleChange;Unknown;Exchange;No;Unknown;Offline
Margex;Seychelles;Derivatives Exchange;No;Yes;Online
MARKET Protocol;United States of America;Exchange;Yes;Unknown;Online
Markets.com;Cyprus;CFD Broker;No;Unknown;Online
Marketviewx;Cyprus;Exchange;No;Yes;Online
MAX Exchange;Samoa;Exchange;No;No;Online
MBAex;Singapore;Exchange;No;Unknown;Online
McAfeeDex;Worldwide (Decentralized);Exchange;Yes;No;Online
Melon;Switzerland;Exchange;Yes;Unknown;Online
Mercado Bitcoin;Brazil;Buy/Sell platform;No;Unknown;Online
Mercatox;United Kingdom;Exchange;No;Yes;Online
MercuriEx;United States of America;Exchange;No;No;Online
Mercury Cash;United States of America;Buy/Sell platform;No;Unknown;Online
Mercury;Unknown;Exchange;No;Unknown;Offline
MergeDEX;Estonia;Exchange;No;Yes;Online
Metaplex;Worldwide (Decentralized);Exchange;Yes;No;Online
Mettalex;Worldwide (Decentralized);Exchange;Yes;No;Online
MinexDEX;Hong Kong;Exchange;Yes;Unknown;Online
Mintable;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
Mintbase;Germany;NFT Marketplace;Yes;No;Online
MintMe;Worldwide (Decentralized);Exchange;;Yes;Online
MINTR;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
Minty;United States of America;NFT Marketplace;Yes;No;Online
MixCoins;Hong Kong;Exchange;No;Yes;Online
Mobidex;Country not disclosed;Exchange;Yes;Unknown;Online
Monfex;Saint Vincent and Grenadines;CFD Broker;No;Yes;Online
Montex;Unknown;Exchange;No;No;Online
MoonDEX;United Kingdom;Exchange;No;No;Online
MoonSwap;Worldwide (Decentralized);Exchange;Yes;No;Online
Morgan Creek Bitwise Digital Asset Index;United Kingdom;Index Fund;No;Unknown;Online
Mothership;Estonia;Exchange;No;Unknown;Online
Mr. Exchange;Japan;Exchange;No;Unknown;Online
Mushino;Hong Kong;Exchange;No;Yes;Online
MXC;Singapore;Exchange;No;Yes;Online
MyCoinStory (MCS);Singapore;Derivatives Exchange;No;No;Online
MyEtherSwap;Unknown;Exchange;Yes;Unknown;Offline
Mylocalcoin;Unknown;Exchange;No;No;Offline
N.exchange;United Kingdom;Buy/Sell platform;No;Yes;Online
Nanex;Country not disclosed;Exchange;No;Unknown;Offline
Nanu;Brazil;Exchange;No;Unknown;Discontinued
Narkasa;Turkey;Exchange;No;In development;Online
Nash Exchange (NEX);Liechtenstein;Exchange;Yes;Yes;Online
Nauticus;Australia;Exchange;No;Unknown;Online
Ndax IO;Canada;Buy/Sell platform;No;Yes;Online
nDEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
NegocieCoins;Brazil;Exchange;No;Unknown;Online
Neraex;Japan;Exchange;No;Unknown;Online
Nessie;Panama;Exchange;No;Unknown;Online
Netcoins;Canada;Buy/Sell platform;No;Yes;Online
NeuronEx;United States of America;P2P Exchange;;Yes;Online
NewCash;Brazil;Buy/Sell platform;No;No;Online
Newdex;Hong Kong;Exchange;Yes;No;Online
Newton;Canada;Exchange;No;No;Online
Nexchanges;India;Exchange;No;Unknown;Offline
Nexo;Malta;Lending Platform;No;No;Online
NextExchange;Netherlands;Exchange;Yes;Unknown;Online
NFT Showroom;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
NFTX;Worldwide (Decentralized);NFT Index Fund protocol;Yes;No;Online
Nifty Gateway;United States of America;NFT Marketplace;No;No;Online
NIOC Exchange;Estonia;Exchange;No;Yes;Discontinued
NiubiSwap;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
NLexch;Netherlands;Exchange;No;No;Online
Nocks;Netherlands;Buy/Sell platform;No;Unknown;Online
Nominex;Seychelles;Exchange;;Yes;Online
Nova DAX;Brazil;Buy/Sell platform;No;No;Online
Novaexchange;Sweden;Exchange;No;Unknown;Discontinued
Nuex;Italy;Exchange;No;No;Online
Numex;Seychelles;Exchange;No;Unknown;Online
NuMoney;Indonesia;Exchange;No;No;Online
Nusax;Indonesia;Exchange;No;No;Online
NVO;Country not disclosed;Exchange;Yes;Unknown;Offline
Nxt;Switzerland;Exchange;Yes;No;Online
Oasis Direct;Netherlands Antilles;Exchange;Yes;Unknown;Online
Oasis Trade;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
OAX;Hong Kong;Exchange;Yes;Unknown;Online
Oceanex;Cayman Islands;Exchange;No;Unknown;Online
Octabis;Latvia;Lending Platform;No;No;Online
Octaex;Unknown;Exchange;No;Unknown;Offline
OEX;China;Exchange;No;Unknown;Online
OKCoin International;China;Exchange;No;Unknown;Online
OKCoin.cn;China;Exchange;No;Unknown;Offline
OKEx;Malta;Exchange;No;Unknown;Online
Omega One;United States of America;Exchange;No;Unknown;Offline
Omgfin;Estonia;Exchange;No;Yes;Online
Omicrex;Greece;Exchange;No;Unknown;Online
OmiseGO;Thailand;Exchange;Yes;Unknown;Online
Omni DEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
One Step Exchange;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
OneChain DEX;China;Exchange;Yes;Unknown;Online
Onepagex;Country not disclosed;Coin Converter (Swaps);No;No;Online
Oodlebit;United States of America;Exchange;No;Yes;Online
OOOBTC;Singapore;Exchange;No;Unknown;Online
Open Collectors Network;Romania;Exchange;Yes;Unknown;Offline
Open Relay;United States of America;Relayer;Yes;Unknown;Online
Open Trading Network;Russian Federation;Exchange;Yes;Unknown;Offline
openANX;Hong Kong;Exchange;Yes;Unknown;Offline
OpenLedger DEX;Denmark;Exchange;Yes;Unknown;Online
OpenSea;United States of America;NFT Marketplace;Yes;Yes;Online
opium network;Netherlands;Exchange Protocol;No;No;Online
Option Pool;Singapore;Derivatives Exchange;No;Unknown;Online
Orderbook;United States of America;Exchange;Yes;Unknown;Online
Ore.Bz;Russian Federation;Exchange;No;Unknown;Offline
Orionx;Chile;Exchange;No;Unknown;Online
OROM;Country not disclosed;Exchange;No;No;Online
OSL;Hongkong;Exchange;No;No;Online
OTCBTC;Taiwan;Exchange;No;Unknown;Online
Ourox;United States of America;Exchange;No;Unknown;Offline
Overbit;Seychelles;Derivatives Exchange;No;Yes;Online
OVEX;South Africa;Exchange;No;Yes;Online
Ovis;Turkey;Exchange;No;Unknown;Online
p2pb2b;Estonia;Exchange;Yes;Yes;Online
Pagcripto;Brazil;Buy/Sell platform;No;Unknown;Online
Palitanx;Philippines;Exchange;No;Unknown;Offline
PancakeSwap;Japan;Exchange;Yes;No;Online
Pangolin Exchange;Worldwide (Decentralized);Exchange;Yes;No;Online
Panxora;Hong Kong;Exchange;No;Unknown;Online
Paradex;Country not disclosed;Exchange;Yes;Unknown;Online
Paradigm;United States of America;Exchange;Yes;Unknown;Online
ParaSwap;France;Aggregation Platform;Yes;No;Online
PardoX Exchange;Worldwide (Decentralized);Exchange;No;In development;Online
Paribu;Turkey;Buy/Sell platform;No;Unknown;Online
Passive Digital Asset;Croatia;Investment Fund;No;No;Online
Pavillion Hub;Australia;NFT Marketplace;Yes;No;Online
PawnHub;Hong Kong;Lending Platform;No;Yes;Online
Paxforex;United Kingdom;CFD Broker;No;Yes;Online
Paxful;United States of America;Buy/Sell platform;No;Yes;Online
Paybis;United Kingdom;Buy/Sell platform;No;Yes;Online
PayBito;United States of America;Exchange;No;Unknown;Online
PayCml;Turkey;Exchange;No;No;Online
Paymium;France;Exchange;No;Yes;Online
PCEX MEMBER;Worldwide (Decentralized);Exchange;;Yes;Online
PEAKDEFI;United Arab Emirates;Investment Fund;Yes;No;Online
Pepperstone;Australia;CFD Broker;No;Yes;Online
Phemex;Singapore;Derivatives Exchange;No;Yes;Online
PicoStocks;Country not disclosed;Exchange;No;No;Online
pixEOS;United States of America;NFT Marketplace;Yes;No;Online
Plaak;Australia;Exchange;Yes;Unknown;Online
Plus500;United Kingdom;CFD Broker;No;Unknown;Online
Plutus DEX;United Kingdom;Exchange;No;Unknown;Online
Polkadex;Switzerland;Exchange;Yes;No;Online
Polkaswap;Worldwide (Decentralized);Exchange;Yes;No;Online
Poloni DEX;Cayman Islands;Exchange;Yes;No;Online
Poloniex;United States of America;Exchange;No;Unknown;Online
Portion;United States of America;NFT Marketplace;Yes;No;Online
PowerIndex;Worldwide (Decentralized);Index Fund;;No;Online
Prime;Worldwide (Decentralized);Exchange;Yes;Unknown;Offline
PrimeBit;Saint Vincent and Grenadines;P2P Exchange;No;Unknown;Online
PrimeXBT;Seychelles;Exchange;No;Yes;Online
Prism;Switzerland;Exchange;Yes;Unknown;Offline
ProBit Exchange;South Korea;Exchange;No;Yes;Online
ProBitEX;Belarus;Exchange;No;No;Online
Pungo Cash;Panama;Buy/Sell platform;No;Unknown;Online
PurCow;China;Exchange;No;No;Online
QB;United Kingdom;Exchange;No;Unknown;Online
QBTC;Country not disclosed;Exchange;No;Unknown;Offline
Qiex;Hong Kong;Exchange;No;Unknown;Online
Qryptos;Unknown;Exchange;No;Unknown;Offline
qTrade;United States of America;Exchange;No;Yes;Online
QuadrigaCX;Canada;Exchange;No;Unknown;Discontinued
QUANTA;Singapore;Exchange;Yes;Unknown;Online
Quedex;Gibraltar;Derivatives Exchange;No;Unknown;Online
QueenDex Exchange;Bangladesh;Exchange;No;Yes;Online
QuickSwap;Worldwide (Decentralized);Exchange;Yes;No;Online
QUME;Bahrain;Derivatives Exchange;No;Unknown;Online
QUUBE Exchange;Singapore;Exchange;No;Unknown;Online
Radar Relay;United States of America;Exchange;Yes;Unknown;Online
Radex;Country not disclosed;Exchange;Yes;Unknown;Online
Raiden;Liechtenstein;Exchange Protocol;Yes;Unknown;Online
Raidex;Liechtenstein;Exchange;Yes;Unknown;Online
Rain;Bahrain;Exchange;No;No;Online
Raisex;Malta;Exchange;No;Unknown;Online
Rakuten;Japan;Exchange;No;No;Online
Ramp;United Kingdom;Coin Converter (Swaps);No;No;Online
Rari Capital;United Arab Emirates;Yield Aggregator;Yes;No;Online
Rarible;United States of America;NFT Marketplace;Yes;No;Online
Redot.com;Estonia;Exchange;No;Yes;Online
Rektex;Worldwide (Decentralized);Exchange;Yes;Unknown;Offline
Relayer Network;United States of America;Relayer;Yes;Unknown;Online
Reminato;Seychelles;Buy/Sell platform;No;Unknown;Online
Ren;British Virgin Islands;Exchange Protocol;Yes;No;Online
Republic Protocol;Country not disclosed;Exchange;Yes;Unknown;Online
RES FINEX;British Virgin Islands;Exchange;No;Unknown;Online
Resistance;Cayman Islands;Exchange;Yes;No;Online
Revolut;Unknown;Buy/Sell platform;No;Yes;Online
Rfinex;China;Exchange;No;Unknown;Online
Richamster;Ukraine;Exchange;No;Yes;Online
RightBTC;United Arab Emirates;Exchange;No;Unknown;Online
RigoBlock;Switzerland;Exchange;Yes;Unknown;Online
Ripio;Country not disclosed;Buy/Sell platform;No;Yes;Online
Rippex;Unknown;Exchange;No;Unknown;Offline
Ripple China;China;Coin Converter (Swaps);No;Unknown;Online
RippleFox;China;Exchange;No;Unknown;Online
Robinhood;United States of America;Exchange;No;Unknown;Online
RuDEX;Russian Federation;Exchange;Yes;Unknown;Online
Safecoin;Unknown;Exchange;No;No;Online
Safello;Sweden;Buy/Sell platform;No;No;Online
SafeSwap Online;Netherlands;Yield Aggregator;Yes;In development;Online
SafeTrade;Hong Kong;Exchange;No;No;Online
Satang;Thailand;Exchange;No;Unknown;Online
SatoExchange;Country not disclosed;Exchange;No;Yes;Online
SATOS;Netherlands;Buy/Sell platform;No;Yes;Online
Satowallet;United Arab Emirates;Exchange;No;No;Offline
Saturn;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
SBI;Japan;Exchange;No;No;Online
Scalpex;Worldwide (Decentralized);Derivatives Exchange;No;Yes;Online
SDEX;United States of America;Exchange;Yes;Unknown;Offline
SecondBTC;Singapore;Exchange;No;No;Online
Seed CX;United States of America;Exchange;No;No;Online
Set Protocol;United States of America;Exchange Protocol;No;Unknown;Online
Settle;Country not disclosed;Exchange;Yes;Unknown;Offline
Shakepay;Canada;Exchange;No;No;Online
Shapeshift;United Kingdom;Coin Converter (Swaps);No;Yes;Online
Shardax;United Kingdom;Exchange;No;Unknown;Online
Shark Relay;United States of America;Exchange;Yes;Unknown;Online
Sherolex;British Virgin Islands;Exchange;No;No;Online
Shiftal P2P Crypto Exchange;Worldwide (Decentralized);Exchange;;Yes;Online
ShorelineCrypto;United States of America;Exchange;No;No;Online
Shortex;Cayman Islands;Exchange;No;No;Online
ShortHop;United States of America;Coin Converter (Swaps);No;Yes;Online
Sideshift AI;Country not disclosed;Coin Converter (Swaps);No;Yes;Online
SIGN ART;Worldwide (Decentralized);Exchange;Yes;No;Online
Simex;United States of America;Exchange;No;Unknown;Online
SimpleDEX;Country not disclosed;Exchange;Yes;Unknown;Offline
SimpleFX;St. Vincent & Grenadines;CFD Broker;No;Yes;Online
SimpleSwap;Malta;Coin Converter (Swaps);No;Yes;Online
SingularX;Switzerland;Exchange;Yes;No;Online
Sistemkoin;Turkey;Exchange;No;Yes;Online
